2021-06-07 23:01:34,418 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16027' | prevHeadingCurrId :- '16026' | prevHeadingFoundId :- '16026'
2021-06-07 23:01:55,280 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Αναφορά πιθανολογούμενων ανεπιθύμητων ενεργειών' | Qrd txt :- 'Αναφορά πιθανολογούμενων ανεπιθύμητων ενεργειών' | Matched :- 'True'
2021-06-07 23:01:55,290 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16027'
2021-06-07 23:01:55,300 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16029' | prevHeadingCurrId :- '16027' | prevHeadingFoundId :- '16027'
2021-06-07 23:01:55,761 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Failed In Lowercase : <=1|52.94|(62, 89, 90)|0.447| | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.9     Υπερδοσολογία' | Qrd txt :- 'Δοσολογία' | Matched :- 'False'
2021-06-07 23:01:55,896 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.9 Υπερδοσολογία' | Qrd txt :- '4.9 Υπερδοσολογία' | Matched :- 'True'
2021-06-07 23:01:55,906 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16027'
2021-06-07 23:01:55,913 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16030' | prevHeadingCurrId :- '16027' | prevHeadingFoundId :- '16027'
2021-06-07 23:01:56,686 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '5. ΦΑΡΜΑΚΟΛΟΓΙΚΕΣ ΙΔΙΟΤΗΤΕΣ' | Qrd txt :- '5. ΦΑΡΜΑΚΟΛΟΓΙΚΕΣ ΙΔΙΟΤΗΤΕΣ' | Matched :- 'True'
2021-06-07 23:01:56,695 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16032' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16030'
2021-06-07 23:01:56,702 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16032' | prevHeadingCurrId :- '16030' | prevHeadingFoundId :- '16030'
2021-06-07 23:01:57,064 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '5.1 Φαρμακοδυναμικές ιδιότητες' | Qrd txt :- '5.1 Φαρμακοδυναμικές ιδιότητες' | Matched :- 'True'
2021-06-07 23:01:57,073 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16033' | prevHeadingCurrId :- '16032' | prevHeadingFoundId :- '16032'
